Match Number,Date,Time (EST),Opponent,Goals,Shots,Shots on target,Shots off target,Shots on post,Shot Accuracy,Attempts inside box,Attempts outside box,Headed shots,Headed goals,Left footed shots,Right footed shots,Free kick shots,Free kick goals,Penalty kicks,Penalty kick goals,Possession,Possession time,Passes,Accurate passes,Pass Accuracy,Long balls,Accurate long balls,Long ball pct,Crosses,Accurate crosses,Cross pct,Through balls,Accurate through balls,Assists,Shot assists,Offsides,xG,xG non-penalty,xG open play,xG set play,xG on target,xA,xA open play,xA set play,Big chances created,Big chances missed,Final third entries,Penalty area entries,Successful final third passes,Total final third passes,Touches in opp box,Dispossessed,Unsuccessful touches,Fouled in final third,Total fastbreaks,Accurate throws,Total throws,Total back zone pass,Total fwd zone pass,Fouls committed,Fouls suffered,Yellow cards,Red cards,Corners won,Corners conceded,Aerials won,Aerials lost,Aerial duel pct,Duels,Duels won,Duels lost,Duel win pct,Ground duels,Ground duels won,Contests won,Total contests,Touches,Pass pct,Blocked shots,Effective clearances,Total clearances,Tackles won,Tackles lost,Total tackles,Tackle pct,Interceptions,Ball recoveries,Poss won att 3rd,Poss won mid 3rd,Poss won def 3rd,Attempts conceded inside box,Attempts conceded outside box,PPDA,FK fouls lost,Challenges lost,Defensive actions,Clean sheet,Goals conceded,Saves,Save pct,Shots faced,Crosses claimed,Unclaimed crosses,Punches,Smothers,PK faced,PK saved,PK save pct,PK conceded,Shootout kicks faced,Shootout saves,Shootout save pct,xG conceded,xG conceded non-pen,xG on target conceded,xG on target conceded non-pen,Accurate sweeper actions,Total sweeper actions,Good high claims,Total high claims,Accurate goal kicks,Goal kicks,Accurate keeper throws,Keeper throws,Goals prevented,Shots on goal against,ATK,DEF,EFF,AGG
3,6/13/2026,21:00,Scotland,0,15,2,13,0,13%,8,7,0,0,3,9,21,0,0,0,54%,0.0,431,367,85%,59,26,0.44,23,5,0.22,1,0,0,11,3,1.05,1.05,0.99,0.06,0.22,0.98,0.91,0.07,,1,65,31,83,117,22,4,17,6,,14,14,177,277,23,21,1,0,4,3,13,21,0.38,110,51,59,0.46,76,38,6,14,605,0.85,4,20,20,7,0,12,0.58,6,42,4,13,21,8,1,9.4,23,5,33,0,1,1,0.01,9,0,0,0,0,0,0,0.0,0,0,0,0.0,1.05,1.05,1.18,1.18,,,,,6,7,2,2,0.18,2,16.1,46.5,31.6,29.6
3,6/19/2026,20:30,Brazil,0,7,3,4,0,43%,4,3,0,0,1,5,13,0,0,0,43%,0.0,399,332,83%,56,31,0.55,11,3,0.27,3,0,0,5,4,0.23,0.23,0.13,0.11,0.43,0.33,0.26,0.07,,,50,19,61,95,17,7,13,3,,12,14,176,234,14,13,3,0,4,4,10,14,0.42,94,42,52,0.45,70,32,3,17,569,0.83,1,22,22,10,0,16,0.62,9,35,2,15,14,8,,22.2,14,4,20,0,3,2,0.0,8,1,0,0,0,0,0,0.0,0,0,0,0.0,1.75,1.75,2.33,2.33,,,,1,4,5,2,2,-0.67,5,16.1,46.5,31.6,29.6
3,6/24/2026,18:00,Morocco,2,9,2,7,0,22%,4,5,0,0,1,7,10,0,0,0,31%,0.0,247,198,80%,44,21,0.48,3,2,0.67,0,0,1,5,0,0.67,0.67,0.51,0.16,0.49,0.78,0.75,0.03,1,1,24,6,20,39,9,11,23,3,0,12,15,139,111,18,10,3,0,1,9,10,12,0.46,122,56,66,0.46,100,46,11,20,457,0.8,3,26,26,12,0,25,0.48,16,35,1,14,14,15,7,9.4,18,16,42,0,4,8,0.01,22,1,0,0,0,0,0,0.0,0,0,0,0.0,3.76,3.76,3.82,3.82,1,1,1,1,6,8,3,3,-0.18,12,16.1,46.5,31.6,29.6
