Match Number,Date,Time (EST),Opponent,Goals,Shots,Shots on target,Shots off target,Shots on post,Shot Accuracy,Attempts inside box,Attempts outside box,Headed shots,Headed goals,Left footed shots,Right footed shots,Free kick shots,Free kick goals,Penalty kicks,Penalty kick goals,Possession,Possession time,Passes,Accurate passes,Pass Accuracy,Long balls,Accurate long balls,Long ball pct,Crosses,Accurate crosses,Cross pct,Through balls,Accurate through balls,Assists,Shot assists,Offsides,xG,xG non-penalty,xG open play,xG set play,xG on target,xA,xA open play,xA set play,Big chances created,Big chances missed,Final third entries,Penalty area entries,Successful final third passes,Total final third passes,Touches in opp box,Dispossessed,Unsuccessful touches,Fouled in final third,Total fastbreaks,Accurate throws,Total throws,Total back zone pass,Total fwd zone pass,Fouls committed,Fouls suffered,Yellow cards,Red cards,Corners won,Corners conceded,Aerials won,Aerials lost,Aerial duel pct,Duels,Duels won,Duels lost,Duel win pct,Ground duels,Ground duels won,Contests won,Total contests,Touches,Pass pct,Blocked shots,Effective clearances,Total clearances,Tackles won,Tackles lost,Total tackles,Tackle pct,Interceptions,Ball recoveries,Poss won att 3rd,Poss won mid 3rd,Poss won def 3rd,Attempts conceded inside box,Attempts conceded outside box,PPDA,FK fouls lost,Challenges lost,Defensive actions,Clean sheet,Goals conceded,Saves,Save pct,Shots faced,Crosses claimed,Unclaimed crosses,Punches,Smothers,PK faced,PK saved,PK save pct,PK conceded,Shootout kicks faced,Shootout saves,Shootout save pct,xG conceded,xG conceded non-pen,xG on target conceded,xG on target conceded non-pen,Accurate sweeper actions,Total sweeper actions,Good high claims,Total high claims,Accurate goal kicks,Goal kicks,Accurate keeper throws,Keeper throws,Goals prevented,Shots on goal against,ATK,DEF,EFF,AGG
3,6/13/2026,21:00,Haiti,1,9,2,7,1,22%,8,1,0,0,3,4,22,0,0,0,46%,0.0,374,307,82%,58,30,0.52,14,5,0.36,0,0,0,7,1,1.05,1.05,1.05,0.03,1.18,0.4,0.37,0.03,1,2,56,23,48,84,21,4,13,2,,18,23,207,181,21,22,3,0,3,4,21,13,0.62,110,59,51,0.54,76,38,5,13,540,0.82,2,17,17,5,0,12,0.42,6,27,,6,14,8,7,13.3,21,6,24,1,0,2,0.01,15,1,0,0,0,0,0,0.0,0,0,0,0.0,1.05,1.05,0.22,0.22,,,1,1,11,13,5,5,0.22,2,14.2,68.1,22.3,24.3
3,6/19/2026,18:00,Morocco,0,6,0,0,0,,5,1,0,0,2,3,7,0,0,0,41%,0.0,456,388,85%,47,20,0.43,13,3,0.23,0,0,0,5,1,0.52,0.52,0.37,0.14,,0.43,0.3,0.13,1,1,59,24,59,96,20,8,16,2,,7,9,266,203,11,7,1,0,2,5,7,9,0.44,72,38,34,0.53,56,31,4,6,600,0.85,3,17,17,12,0,20,0.6,9,42,4,15,15,9,3,21.0,11,5,24,0,1,1,0.01,12,1,0,0,0,0,0,0.0,0,0,0,0.0,0.99,0.99,0.49,0.49,2,2,1,1,6,7,7,7,-0.51,2,14.2,68.1,22.3,24.3
3,6/24/2026,18:00,Brazil,0,14,5,9,0,36%,10,4,0,0,6,5,10,0,0,0,46%,0.0,500,450,90%,33,17,0.52,23,9,0.39,0,0,0,10,0,1.04,1.04,0.46,0.58,1.23,1.46,1.4,0.07,1,1,58,32,71,93,27,8,15,2,0,13,16,263,260,10,10,1,0,7,7,5,14,0.26,78,29,49,0.37,59,24,2,8,664,0.9,3,13,13,8,0,12,0.67,2,33,4,5,15,14,7,26.4,10,11,16,0,3,5,0.01,21,1,0,0,0,0,0,0.0,0,0,0,0.0,4.33,4.33,4.8,4.8,0,0,1,1,10,11,7,7,1.8,8,14.2,68.1,22.3,24.3
