Match Number,Date,Time (EST),Opponent,Goals,Shots,Shots on target,Shots off target,Shots on post,Shot Accuracy,Attempts inside box,Attempts outside box,Headed shots,Headed goals,Left footed shots,Right footed shots,Free kick shots,Free kick goals,Penalty kicks,Penalty kick goals,Possession,Possession time,Passes,Accurate passes,Pass Accuracy,Long balls,Accurate long balls,Long ball pct,Crosses,Accurate crosses,Cross pct,Through balls,Accurate through balls,Assists,Shot assists,Offsides,xG,xG non-penalty,xG open play,xG set play,xG on target,xA,xA open play,xA set play,Big chances created,Big chances missed,Final third entries,Penalty area entries,Successful final third passes,Total final third passes,Touches in opp box,Dispossessed,Unsuccessful touches,Fouled in final third,Total fastbreaks,Accurate throws,Total throws,Total back zone pass,Total fwd zone pass,Fouls committed,Fouls suffered,Yellow cards,Red cards,Corners won,Corners conceded,Aerials won,Aerials lost,Aerial duel pct,Duels,Duels won,Duels lost,Duel win pct,Ground duels,Ground duels won,Contests won,Total contests,Touches,Pass pct,Blocked shots,Effective clearances,Total clearances,Tackles won,Tackles lost,Total tackles,Tackle pct,Interceptions,Ball recoveries,Poss won att 3rd,Poss won mid 3rd,Poss won def 3rd,Attempts conceded inside box,Attempts conceded outside box,PPDA,FK fouls lost,Challenges lost,Defensive actions,Clean sheet,Goals conceded,Saves,Save pct,Shots faced,Crosses claimed,Unclaimed crosses,Punches,Smothers,PK faced,PK saved,PK save pct,PK conceded,Shootout kicks faced,Shootout saves,Shootout save pct,xG conceded,xG conceded non-pen,xG on target conceded,xG on target conceded non-pen,Accurate sweeper actions,Total sweeper actions,Good high claims,Total high claims,Accurate goal kicks,Goal kicks,Accurate keeper throws,Keeper throws,Goals prevented,Shots on goal against,ATK,DEF,EFF,AGG
3,6/11/2026,22:00,South Korea,1,7,4,3,0,57%,5,2,0,1,2,2,9,0,0,0,38%,0.0,327,230,70%,69,23,0.33,15,3,0.2,0,0,1,3,2,0.82,0.82,0.2,0.62,2.07,0.44,0.2,0.23,1,,52,30,54,105,12,4,11,1,,13,16,119,223,16,9,0,0,5,4,16,27,0.37,94,38,56,0.4,51,22,4,7,471,0.7,1,21,21,7,0,9,0.78,6,46,3,19,16,10,5,13.5,16,8,28,0,2,4,0.01,15,0,0,0,0,0,0,0.0,0,0,0,0.0,2.3,2.3,2.06,2.06,2,2,,,4,8,6,6,0.06,6,17.2,57.4,32.8,17.7
3,6/18/2026,12:00,South Africa,1,14,3,11,0,21%,11,3,0,0,5,2,10,0,0,0,38%,0.0,341,272,80%,45,22,0.49,16,7,0.44,0,0,1,11,2,1.02,1.02,0.5,0.52,0.53,0.95,0.74,0.21,3,2,39,25,40,67,16,16,9,1,,11,16,198,159,12,10,1,0,5,5,13,9,0.59,92,45,47,0.49,70,32,10,14,518,0.8,3,22,22,4,0,12,0.33,9,46,2,18,23,6,11,20.9,12,8,20,0,1,3,0.01,17,1,0,0,0,0,0,0.0,0,0,0,0.0,1.38,0.59,1.12,0.37,1,1,,1,6,8,3,3,0.12,4,17.2,57.4,32.8,17.7
3,6/24/2026,21:00,Mexico,0,13,1,12,0,8%,6,7,0,0,3,9,12,0,0,0,52%,0.0,398,333,84%,53,20,0.38,26,5,0.19,0,0,0,5,1,0.53,0.53,0.29,0.23,0.13,0.18,0.13,0.05,0,0,43,29,45,74,14,5,7,2,0,16,20,235,189,9,12,0,0,5,1,13,9,0.59,76,42,34,0.55,54,29,5,12,565,0.84,4,20,20,7,0,12,0.58,5,40,2,17,14,9,2,14.2,9,4,20,0,3,2,0.0,11,1,0,0,0,0,0,0.0,0,0,0,0.0,1.74,1.74,2.35,2.35,2,2,1,1,8,11,6,6,-0.65,5,17.2,57.4,32.8,17.7
